metric,problem,mixer,N,model,weighted_sse,params,perr,best,n_points_fit,include_zeros_in_fit
mono_prop,MaxClique,Grover,4,exp_over_power,89743177.87938076,0.99999999999999989;0.19370662137979464;3.1413900368966943e-18,0.0007966945008249203;0.00044757719153524302;0.0024305037166875388,False,11,False
mono_prop,MaxClique,Grover,4,power_law,156960353.1265041,0.99999999999999989;0.79107710766006112,0.00011281542149627493;9.449578249475341e-05,False,11,False
mono_prop,MaxClique,Grover,6,stretched_exp,130209.24800456018,0.99999999999999989;0.00027625187457847489;4.9999999999999813,0.00028988784914861385;1.5095299139724942e-05;0.032358794373010716,True,11,False
mono_prop,MaxClique,Grover,6,exp_quadratic,5765165.354031902,0.99999999999999989;0.022765593321755276,5.6873392519513646e-05;7.3492001331506806e-06,False,11,False
mono_prop,MaxClique,Grover,6,exp_over_power,50051827.68562774,0.99999999999999989;0.14015293660771269;2.2281568736026071e-18,0.00082827534788338969;0.00046801533052696339;0.0025344234721923031,False,11,False
mono_prop,MaxClique,Grover,6,exp_decay,50051827.68945557,0.99999999999999989;0.14016196803596115,8.54892384327567e-05;2.6040386820289106e-05,False,11,False
mono_prop,MaxClique,Grover,6,power_law,84124453.98591991,0.99999999999999989;0.53055878656980882,0.00011086061984132058;0.00010595752668821407,False,11,False
mono_prop,MaxClique,Grover,8,stretched_exp,44567.99361649378,0.99999999999999989;0.00021257931622325991;4.9999999999999991,0.00040081818060794402;2.0467849085074117e-05;0.055158312015611999,True,11,False
mono_prop,MaxClique,Grover,8,exp_quadratic,2311256.317215242,0.99999999999999989;0.018012208250156501,7.4696068058471921e-05;1.0421750198406657e-05,False,11,False
mono_prop,MaxClique,Grover,8,exp_decay,16869890.075942557,0.99999999999999989;0.09150526903636938,0.00011107585225774848;3.8580007849900858e-05,False,11,False
mono_prop,MaxClique,Grover,8,exp_over_power,16869890.08361608,0.99999999999999989;0.091505813419266613;1.2338219027016808e-15,0.0012140979206861327;0.0006885282816707168;0.0037254693383185289,False,11,False
mono_prop,MaxClique,Grover,8,power_law,26053288.91970694,0.99999999999999989;0.30803525596850967,0.00014293101170366623;0.00015721470868785317,False,11,False
mono_prop,MaxClique,X,4,stretched_exp,3094861.8244936955,0.99999999999999989;0.00019519947000099658;4.9999999999999991,4.2188840890860927e-05;2.0941974724216415e-06;0.0058243333501135268,True,11,False
mono_prop,MaxClique,X,4,exp_quadratic,582541584.0636355,0.99999999999999989;0.027626132442091462,6.6395154207269865e-06;8.1198061801199231e-07,False,11,False
mono_prop,MaxClique,X,4,exp_decay,5333768425.3946905,0.99999999999999989;0.18377795950797382,1.0445351292460396e-05;2.9190313901697158e-06,False,11,False
mono_prop,MaxClique,X,4,exp_over_power,5333768425.576744,0.99999999999999989;0.18379058869501491;3.7429627865384025e-15,9.508062682509765e-05;5.5968162717345772e-05;0.00029730948363587332,False,11,False
mono_prop,MaxClique,X,4,power_law,9040849268.99726,0.99999999999999989;0.72860084791299162,1.393179222722077e-05;1.208796291886998e-05,False,11,False
mono_prop,MaxClique,X,6,stretched_exp,2677497.1072384357,0.99999999999999989;0.0001835173265636259;4.9999999999999991,4.3044738365718335e-05;2.1295809048589169e-06;0.006260339121299573,True,10,False
mono_prop,MaxClique,X,6,exp_quadratic,490130344.50533944,0.99999999999999989;0.024669901038540793,6.7145965689512666e-06;8.7378173648351386e-07,False,10,False
mono_prop,MaxClique,X,6,exp_over_power,3850109711.9553385,0.99999999999999989;0.14176726173119875;1.9924927106800995e-18,0.00011648919348656277;7.3358853588409968e-05;0.00037865581132702904,False,10,False
mono_prop,MaxClique,X,6,exp_decay,3850109719.8616953,0.99999999999999989;0.1417649142498047,1.0270826379535178e-05;3.199761155341954e-06,False,10,False
mono_prop,MaxClique,X,6,power_law,6109864185.531493,0.99999999999999989;0.51774701608270746,1.3124953605521835e-05;1.2784133653342694e-05,False,10,False
mono_prop,MaxClique,X,8,stretched_exp,1951854.4396068237,0.99999999999999989;0.00016050225973936918;4.9999999999999991,4.4812117262868033e-05;2.1893605845201633e-06;0.0071915781265721145,True,11,False
mono_prop,MaxClique,X,8,exp_quadratic,468085017.694302,0.99999999999999989;0.024468018657149933,6.5708756293109226e-06;8.1660406250145193e-07,False,11,False
mono_prop,MaxClique,X,8,exp_over_power,4436557047.566579,0.99999999999999989;0.16113753133003428;9.9698587904999888e-18,0.00010995245186460001;6.1878291201391335e-05;0.00033606059987470016,False,11,False
mono_prop,MaxClique,X,8,exp_decay,4436557049.931668,0.99999999999999989;0.16115050556890193,1.0090357645509787e-05;2.9215237352276102e-06,False,11,False
mono_prop,MaxClique,X,8,power_law,7629793012.3922615,0.99999999999999989;0.63199459910199862,1.3309849091658165e-05;1.2041693749180323e-05,False,11,False
mono_prop,MaxCut,Grover,4,stretched_exp,156199.36766912733,0.99999999999999989;0.00010936719319793231;4.9999999999999991,0.0001043508491948172;4.9517214742561531e-06;0.02262703819778775,True,11,False
mono_prop,MaxCut,Grover,4,exp_quadratic,92748092.60551663,0.99999999999999989;0.025935057320232973,1.5114502152400414e-05;1.7859047508463123e-06,False,11,False
mono_prop,MaxCut,Grover,4,exp_decay,974943631.9396672,0.99999999999999989;0.18456454866472102,2.3917030999642613e-05;6.5430243393531197e-06,False,11,False
mono_prop,MaxCut,Grover,4,exp_over_power,974943632.6720788,0.99999999999999989;0.18455359609515543;1.3211935526815037e-19,0.00033481253064419274;0.00018563832880311019;0.0010166488719756638,False,11,False
mono_prop,MaxCut,Grover,4,power_law,1717411720.851152,0.99999999999999989;0.75081828499207737,3.2417168122801886e-05;2.7612672865586395e-05,False,11,False
mono_prop,MaxCut,Grover,6,stretched_exp,22578.617057056144,0.99999999999999989;0.00088309077616070082;4.9999999999999485,0.0013831089906408075;8.0385314648801165e-05;0.063648577879429111,True,11,False
mono_prop,MaxCut,Grover,6,exp_quadratic,370983.5726836177,0.99999999999999989;0.040782158076583544,0.00038914545199958346;4.3865825936144599e-05,False,11,False
mono_prop,MaxCut,Grover,6,exp_decay,3374784.5429602917,0.99999999999999989;0.32159254575652585,0.00071249233770334717;0.00015556166182500766,False,11,False
mono_prop,MaxCut,Grover,6,exp_over_power,3374784.5478606713,0.99999999999999989;0.32159102773292153;2.6637923823864946e-20,0.0037308199453614517;0.0021013331859498752;0.011271493906497624,False,11,False
mono_prop,MaxCut,Grover,6,power_law,5755103.30695222,0.99999999999999989;1.4213488911832102,0.0011398838801625856;0.00075857130008899053,False,11,False
mono_prop,MaxCut,Grover,8,stretched_exp,29397.70459753177,0.99999999999999989;0.00062988746279267005;4.999999999998372,0.0010042609226432664;5.6542103791912248e-05;0.060087445204837726,True,11,False
mono_prop,MaxCut,Grover,8,exp_quadratic,562688.8717498551,0.99999999999999989;0.032902223485210699,0.00025591295462605693;3.0113564945407954e-05,False,11,False
mono_prop,MaxCut,Grover,8,exp_over_power,5274292.440464575,0.99999999999999989;0.24416981623916068;8.169169298396325e-20,0.0027087100448351139;0.0015223109105693372;0.0082156275697829028,False,11,False
mono_prop,MaxCut,Grover,8,exp_decay,5274292.45073485,0.99999999999999989;0.24418777473137754,0.00042476424824072149;0.00010454671661665783,False,11,False
mono_prop,MaxCut,Grover,8,power_law,9220830.296957362,0.99999999999999989;1.0385525902962764,0.00061361954603817684;0.00046378857097501496,False,11,False
mono_prop,MaxCut,X,4,stretched_exp,756368.137941064,0.99999999999999989;0.00010657916320777607;4.9999999999999982,4.7018517754642636e-05;2.2215969287880239e-06;0.010316962000841269,True,10,False
mono_prop,MaxCut,X,4,exp_quadratic,387362615.7896367,0.99999999999999989;0.021693170146139088,6.6749831238636097e-06;8.8818669252962633e-07,False,10,False
mono_prop,MaxCut,X,4,exp_decay,2994130266.351802,0.99999999999999989;0.11769699891553032,1.0127740181875647e-05;3.3281768594328836e-06,False,10,False
mono_prop,MaxCut,X,4,exp_over_power,2994130268.158472,0.99999999999999989;0.11770318003756501;9.2660596005450735e-16,0.00017186283804226531;0.00010622586575087247;0.00055373834455327373,False,10,False
mono_prop,MaxCut,X,4,power_law,4666312922.9447975,0.99999999999999989;0.41350683776560654,1.2880712768235051e-05;1.3307751974879669e-05,False,10,False
mono_prop,MaxCut,X,6,stretched_exp,1349672.628555118,0.99999999999999989;0.00013201224781680832;4.9999999999999991,4.577180684311272e-05;2.2181042914433989e-06;0.0087272173197377595,True,11,False
mono_prop,MaxCut,X,6,exp_quadratic,395404777.6925327,0.99999999999999989;0.022342846620998048,6.5286509026141309e-06;8.2114961958977185e-07,False,11,False
mono_prop,MaxCut,X,6,exp_over_power,3774062421.3144746,0.99999999999999989;0.14327755062415648;4.8618888954814316e-19,0.0001357787850210199;7.5164747769562783e-05;0.00041189451078948904,False,11,False
mono_prop,MaxCut,X,6,exp_decay,3774062422.375416,0.99999999999999989;0.1432772505299901,9.9021415659506949e-06;2.9730314565134082e-06,False,11,False
mono_prop,MaxCut,X,6,power_law,6462880504.800573,0.99999999999999989;0.5500455959651207,1.2925652996815666e-05;1.2191778576743464e-05,False,11,False
mono_prop,MaxCut,X,8,stretched_exp,750846.4359162496,0.99999999999999989;9.7542748462212789e-05;4.9999999999999991,4.5503071372601657e-05;2.1626247253482708e-06;0.01111220834374611,True,11,False
mono_prop,MaxCut,X,8,exp_quadratic,246291038.2596388,0.99999999999999989;0.016700421119477182,6.664763624300232e-06;9.3481993125730205e-07,False,11,False
mono_prop,MaxCut,X,8,exp_decay,1806199462.7605724,0.99999999999999989;0.081878916760195514,1.0009298971419567e-05;3.5698061526055993e-06,False,11,False
mono_prop,MaxCut,X,8,exp_over_power,1806199464.8612323,0.99999999999999989;0.081883370802313782;2.6727162176633795e-14,0.00015254666498348295;8.5575409644505633e-05;0.00046618268876603779,False,11,False
mono_prop,MaxCut,X,8,power_law,2740912065.1036406,0.99999999999999989;0.26753430878204343,1.2984425937424733e-05;1.4694186578046328e-05,False,11,False
mono_prop,NumberPartitioning,Grover,4,stretched_exp,916664.9304944875,0.99999999999999989;0.00010366522201534523;4.9999999999999991,4.4478144306669231e-05;2.1309508305131907e-06;0.010468179248981224,True,11,False
mono_prop,NumberPartitioning,Grover,4,exp_quadratic,240397947.13768178,0.99999999999999989;0.016487862622539005,6.6561498063484517e-06;9.3355814696361216e-07,False,11,False
mono_prop,NumberPartitioning,Grover,4,exp_over_power,1772338604.0144377,0.99999999999999989;0.080874431769461616;2.7701212221572336e-14,0.00015897257501501426;8.8579656902222783e-05;0.00048415302829711657,False,11,False
mono_prop,NumberPartitioning,Grover,4,exp_decay,1772338604.037898,0.99999999999999989;0.080874444002854207,9.9985798001151557e-06;3.5723775223846401e-06,False,11,False
mono_prop,NumberPartitioning,Grover,4,power_law,2691579890.005351,0.99999999999999989;0.2637405600872178,1.299075326175288e-05;1.4735698272273694e-05,False,11,False
mono_prop,NumberPartitioning,Grover,6,stretched_exp,430105.0793757272,0.99999999999999989;6.5792126660636375e-05;4.999999999999055,4.5888544906451631e-05;2.1583927155046892e-06;0.016122865086230086,True,11,False
mono_prop,NumberPartitioning,Grover,6,exp_quadratic,78018957.66726792,0.99999999999999989;0.0080147297002596558,7.3993369115410603e-06;1.2851604752099516e-06,False,11,False
mono_prop,NumberPartitioning,Grover,6,exp_decay,256133821.85695654,0.99999999999999989;0.016278193017300296,1.5563023436901789e-05;7.1484792531943079e-06,False,11,False
mono_prop,NumberPartitioning,Grover,6,exp_over_power,256133821.85705408,0.99999999999999989;0.016278191651965528;2.1226410480170277e-13,0.00030547311389593777;0.00017063382257734226;0.00093199545001600929,False,11,False
mono_prop,NumberPartitioning,Grover,6,power_law,286909183.9783529,0.99999999999999989;0.034840981962038345,2.5360819450820186e-05;3.5226213380361033e-05,False,11,False
mono_prop,NumberPartitioning,Grover,8,stretched_exp,260237.80289389953,0.99999999999999989;4.7637817229225669e-05;4.9999999999982254,4.7277690051805784e-05;2.1978992848028573e-06;0.022140578125828873,True,11,False
mono_prop,NumberPartitioning,Grover,8,exp_quadratic,25334291.08137015,0.99999999999999989;0.0035590277239412422,9.2167091932083921e-06;1.8976954779933457e-06,False,11,False
mono_prop,NumberPartitioning,Grover,8,exp_over_power,42317133.746025726,0.99999999999999989;0.0029530762400872927;4.4447263592962783e-16,0.00060513476900855086;0.00034120875049334419;0.0018550284829035287,False,11,False
mono_prop,NumberPartitioning,Grover,8,exp_decay,42317133.74604518,0.99999999999999989;0.0029530872447940042,3.3524431994457052e-05;1.6492011730846215e-05,False,11,False
mono_prop,NumberPartitioning,Grover,8,power_law,43212553.79940141,0.99999999999999989;0.0054402180711244884,6.1246098062401138e-05;8.7825019499277959e-05,False,11,False
mono_prop,NumberPartitioning,X,4,stretched_exp,1302717.2533050764,0.99999999999999989;0.00012933461714198418;4.9999999999999991,4.3604796464650239e-05;2.1025550264853225e-06;0.0083793204838476607,True,11,False
mono_prop,NumberPartitioning,X,4,exp_quadratic,420245649.18738943,0.99999999999999989;0.023240202929150397,6.5081015924675447e-06;8.0284866342577507e-07,False,11,False
mono_prop,NumberPartitioning,X,4,exp_over_power,4168070154.0529265,0.99999999999999989;0.15448496324535299;9.3409106269528288e-19,0.00014300369348341655;7.8922082921677067e-05;0.00043319480338750022,False,11,False
mono_prop,NumberPartitioning,X,4,exp_decay,4168070160.922102,0.99999999999999989;0.15449439012936711,9.9721293117157868e-06;2.9124520034168352e-06,False,11,False
mono_prop,NumberPartitioning,X,4,power_law,7228807684.511445,0.99999999999999989;0.60481719181322613,1.3138699707497702e-05;1.2026256696317502e-05,False,11,False
mono_prop,NumberPartitioning,X,6,stretched_exp,2405423.641186582,0.99999999999999989;0.00016148039863102574;4.9999999999999991,4.1893184279991854e-05;2.0709651496114759e-06;0.0069189510531226074,True,11,False
mono_prop,NumberPartitioning,X,6,exp_quadratic,374965663.7411711,0.99999999999999989;0.021568022016221398,6.5430530511373652e-06;8.3549965162363488e-07,False,11,False
mono_prop,NumberPartitioning,X,6,exp_over_power,3478615178.74636,0.99999999999999989;0.13480519214336845;5.4517199639914636e-18,0.00013264469809327157;7.3282098008026032e-05;0.00040192065212373175,False,11,False
mono_prop,NumberPartitioning,X,6,exp_decay,3478615181.384468,0.99999999999999989;0.13481561204140555,9.8510753871632167e-06;3.0191779802764563e-06,False,11,False
mono_prop,NumberPartitioning,X,6,power_law,5905127855.244907,0.99999999999999989;0.50994842726688749,1.2791301600140482e-05;1.2339347783102792e-05,False,11,False
mono_prop,NumberPartitioning,X,8,stretched_exp,1762080.1504675685,0.99999999999999989;0.00013847496379141151;4.9999999999999991,4.2648003887288707e-05;2.0907101512395704e-06;0.0080247589655752516,True,11,False
mono_prop,NumberPartitioning,X,8,exp_quadratic,292030210.3265977,0.99999999999999989;0.018500985701945676,6.6103663866598354e-06;8.9491685836585328e-07,False,11,False
mono_prop,NumberPartitioning,X,8,exp_decay,2364253379.3220234,0.99999999999999989;0.10064365537596319,9.8407716863302682e-06;3.3122846120345379e-06,False,11,False
mono_prop,NumberPartitioning,X,8,exp_over_power,2364253380.527626,0.99999999999999989;0.10064907412335571;8.7483675432066171e-16,0.00013825016052942387;7.7007652456187754e-05;0.00042078515135491272,False,11,False
mono_prop,NumberPartitioning,X,8,power_law,3773541255.503968,0.99999999999999989;0.35035681683115805,1.2655609087485829e-05;1.3496849930994615e-05,False,11,False
mono_prop,SK,Grover,4,stretched_exp,920325.9817520814,0.99999999999999989;9.8602828910112223e-05;4.9999999999999991,4.3666694037745154e-05;2.0927536012397999e-06;0.010824043982776851,True,11,False
mono_prop,SK,Grover,4,exp_quadratic,190142671.538019,0.99999999999999989;0.014264656683396028,6.7457362952851779e-06;9.9062891753190118e-07,False,11,False
mono_prop,SK,Grover,4,exp_decay,1215703070.7134972,0.99999999999999989;0.060416566601160362,1.0424053120761789e-05;3.9877677058499097e-06,False,11,False
mono_prop,SK,Grover,4,exp_over_power,1215703070.7377682,0.99999999999999989;0.060414405065029674;5.4030840160394807e-17,0.00017890895330723109;9.9475955228461792e-05;0.00054436862586606583,False,11,False
mono_prop,SK,Grover,4,power_law,1722888724.9136891,0.99999999999999989;0.18009293556283285,1.396102940404187e-05;1.6919612035633483e-05,False,11,False
mono_prop,SK,Grover,6,stretched_exp,926448.0435380818,0.99999999999999989;9.165318890065247e-05;4.9999999999999671,4.3642183055032158e-05;2.103707819245219e-06;0.011836863261236102,True,11,False
mono_prop,SK,Grover,6,exp_quadratic,88579571.58705944,0.99999999999999989;0.0085509068952807684,7.3904085132623416e-06;1.2769951165090751e-06,False,11,False
mono_prop,SK,Grover,6,exp_over_power,294773463.4199736,0.99999999999999989;0.018182506702188787;1.2657580765054628e-13,0.00023048572174783256;0.00013148158157703059;0.00071059777769411114,False,11,False
mono_prop,SK,Grover,6,exp_decay,294773463.43221354,0.99999999999999989;0.018182160010605956,1.5069944683636554e-05;6.8698047239958483e-06,False,11,False
mono_prop,SK,Grover,6,power_law,332925925.0623667,0.99999999999999989;0.03987342081054529,2.4068274815394237e-05;3.3267636958716876e-05,False,11,False
mono_prop,SK,Grover,8,stretched_exp,506029.54751769925,0.99999999999999989;6.9374660168218083e-05;4.9999999999999849,4.7937184466797454e-05;2.2805278261735845e-06;0.016495808124510833,True,11,False
mono_prop,SK,Grover,8,exp_quadratic,46577275.869702004,0.99999999999999989;0.0055157924562523391,8.1470270420066549e-06;1.552737627523787e-06,False,11,False
mono_prop,SK,Grover,8,exp_over_power,103248406.0996615,0.99999999999999989;0.0069302943857458147;1.0210609715023599e-14,0.00036233042273725878;0.0002056845730920815;0.0011143209959756019,False,11,False
mono_prop,SK,Grover,8,exp_decay,103248406.10024235,0.99999999999999989;0.006930355318510017,2.2595856309546416e-05;1.0885549124667258e-05,False,11,False
mono_prop,SK,Grover,8,power_law,108342755.06875826,0.99999999999999989;0.013445011730396646,3.9603325759923736e-05;5.6294809447866177e-05,False,11,False
mono_prop,SK,X,4,stretched_exp,1499630.5754294463,0.99999999999999989;0.00013334108196323341;4.9999999999999991,4.4277702558006159e-05;2.1555064144655362e-06;0.0084748571454134076,True,11,False
mono_prop,SK,X,4,exp_quadratic,337464479.73728275,0.99999999999999989;0.020147768646384116,6.6021331669850274e-06;8.7463112708150829e-07,False,11,False
mono_prop,SK,X,4,exp_decay,2840446135.301175,0.99999999999999989;0.11521075579053068,9.8593969489349037e-06;3.196627990776089e-06,False,11,False
mono_prop,SK,X,4,exp_over_power,2840446138.6929703,0.99999999999999989;0.11521955510611115;1.5442333717842815e-15,0.00012652516679560299;7.1394286389113977e-05;0.00038760235701710286,False,11,False
mono_prop,SK,X,4,power_law,4626839719.302202,0.99999999999999989;0.41479117153512329,1.2663022627630974e-05;1.2963570827808784e-05,False,11,False
mono_prop,SK,X,6,stretched_exp,1299840.3971188944,0.99999999999999989;0.00012229890174898295;4.9999999999999991,4.3668860344168469e-05;2.1098167089927583e-06;0.0089261801877127019,True,11,False
mono_prop,SK,X,6,exp_quadratic,288279978.2532081,0.99999999999999989;0.018422454668008997,6.5947603997017532e-06;8.8938839295858786e-07,False,11,False
mono_prop,SK,X,6,exp_decay,2372134075.11272,0.99999999999999989;0.10107802950495198,9.8189036006322996e-06;3.2958758272253329e-06,False,11,False
mono_prop,SK,X,6,exp_over_power,2372134076.1889577,0.99999999999999989;0.10108366212566364;8.7610824076924674e-16,0.00014622622003366412;8.0973584090770012e-05;0.00044378591517155836,False,11,False
mono_prop,SK,X,6,power_law,3803844421.9479904,0.99999999999999989;0.35300865424944078,1.2636000851655493e-05;1.3444393781177999e-05,False,11,False
mono_prop,SK,X,8,stretched_exp,1221304.2929002123,0.99999999999999989;0.0001186908224158339;4.9999999999999991,4.4283948905482072e-05;2.1410507005111781e-06;0.0093419320352432656,True,11,False
mono_prop,SK,X,8,exp_quadratic,217136592.27070513,0.99999999999999989;0.01534023365185296,6.737551812140775e-06;9.7687894151820107e-07,False,11,False
mono_prop,SK,X,8,exp_decay,1437811895.9146166,0.99999999999999989;0.068592139684050105,1.0243538346266938e-05;3.8163184394245429e-06,False,11,False
mono_prop,SK,X,8,exp_over_power,1437811896.2347307,0.99999999999999989;0.068589033029878302;2.0765094505161592e-17,0.00014491777347051888;8.1276883220179108e-05;0.00044267724005993562,False,11,False
mono_prop,SK,X,8,power_law,2089789605.5821586,0.99999999999999989;0.21227648832765494,1.3500562699497882e-05;1.594602715451575e-05,False,11,False
mono_prop,ThreeSAT,Grover,4,stretched_exp,265176.1565939448,0.99999999999999989;5.7172002383570914e-05;4.9999999999999991,4.8327146985887993e-05;2.2400866840656047e-06;0.018666053769464994,True,11,False
mono_prop,ThreeSAT,Grover,4,exp_quadratic,126502947.84525922,0.99999999999999989;0.01120116800740901,6.8932743692666216e-06;1.0761009471608959e-06,False,11,False
mono_prop,ThreeSAT,Grover,4,exp_decay,653766611.7678019,0.99999999999999989;0.036994052678413172,1.1613672545929984e-05;4.8490838168550717e-06,False,11,False
mono_prop,ThreeSAT,Grover,4,exp_over_power,653766611.8540559,0.99999999999999989;0.036992650415699907;8.9697196327214189e-16,0.0003119882932352511;0.00017057336738628603;0.00094171289890377491,False,11,False
mono_prop,ThreeSAT,Grover,4,power_law,836121992.1599481,0.99999999999999989;0.09528420243176175,1.6803497658467226e-05;2.195201531800843e-05,False,11,False
mono_prop,ThreeSAT,Grover,6,stretched_exp,296697.3554121459,0.99999999999999989;5.7985279645705065e-05;4.9999999999999991,4.7136756751131984e-05;2.1906641297179352e-06;0.018109648067356862,True,11,False
mono_prop,ThreeSAT,Grover,6,exp_quadratic,89000796.32436615,0.99999999999999989;0.008822358508800459,7.2278392931238987e-06;1.2185983274596192e-06,False,11,False
mono_prop,ThreeSAT,Grover,6,exp_over_power,332970629.57999593,0.99999999999999989;0.020665899137107639;1.2592166694010003e-13,0.00031727391013631448;0.00017582286048567651;0.00096421194414059923,False,11,False
mono_prop,ThreeSAT,Grover,6,exp_decay,332970629.6156686,0.99999999999999989;0.020666176695936581,1.4151237477176784e-05;6.3614458006792297e-06,False,11,False
mono_prop,ThreeSAT,Grover,6,power_law,384495114.7212677,0.99999999999999989;0.046172361219718794,2.2388913325783458e-05;3.0727420431067442e-05,False,11,False
mono_prop,ThreeSAT,Grover,8,stretched_exp,154418.14862154564,0.99999999999999989;4.1614171792273263e-05;4.9999999999994209,5.0300935196165079e-05;2.3072596226783669e-06;0.025823709754537821,True,11,False
mono_prop,ThreeSAT,Grover,8,exp_quadratic,36312330.25388601,0.99999999999999989;0.0047661620437737051,8.3333375001078963e-06;1.6183969803258342e-06,False,11,False
mono_prop,ThreeSAT,Grover,8,exp_decay,75491135.84522244,0.99999999999999989;0.0052716145817722345,2.5196757418216461e-05;1.2235587004159125e-05,False,11,False
mono_prop,ThreeSAT,Grover,8,exp_over_power,75491135.84528817,0.99999999999999989;0.005271623231863626;3.3015193028829173e-13,0.0006342784367393637;0.00034954329609379928;0.0019222759380557639,False,11,False
mono_prop,ThreeSAT,Grover,8,power_law,78460900.33423379,0.99999999999999989;0.0098933138736807223,4.5429638062385833e-05;6.481853552425099e-05,False,11,False
mono_prop,ThreeSAT,X,4,stretched_exp,1549540.366946875,0.99999999999999989;0.000145453715868854;4.9999999999999991,4.3407988319772741e-05;2.0967649574221106e-06;0.007453445171263221,True,11,False
mono_prop,ThreeSAT,X,4,exp_quadratic,506929534.0685898,0.99999999999999989;0.025541726239425327,6.6086927637017016e-06;8.2107020819792481e-07,False,11,False
mono_prop,ThreeSAT,X,4,exp_over_power,4686174250.788601,0.99999999999999989;0.16730829792031737;2.42056412550411e-17,9.7946212062259775e-05;5.6140341078384897e-05;0.00030203019142271959,False,11,False
mono_prop,ThreeSAT,X,4,exp_decay,4686174251.103839,0.99999999999999989;0.16729967625126776,1.0201553973201502e-05;2.9301648010203496e-06,False,11,False
mono_prop,ThreeSAT,X,4,power_law,7998401104.138271,0.99999999999999989;0.65691029851754212,1.3474616946201005e-05;1.2064846036786415e-05,False,11,False
mono_prop,ThreeSAT,X,6,stretched_exp,1581023.0245749825,0.99999999999999989;0.00014633580475028915;4.9999999999999991,4.5643548164781399e-05;2.2106560527285463e-06;0.0078376557615041278,True,10,False
mono_prop,ThreeSAT,X,6,exp_quadratic,454188854.87829787,0.99999999999999989;0.023701566388798452,6.6941285871347541e-06;8.7537647433496724e-07,False,10,False
mono_prop,ThreeSAT,X,6,exp_over_power,3573824184.6832466,0.99999999999999989;0.13419088986468722;1.9065938986122984e-16,0.00013261153117945405;8.3029151131821922e-05;0.00042995908046186882,False,10,False
mono_prop,ThreeSAT,X,6,exp_decay,3573824184.7180977,0.99999999999999989;0.13419088070207819,1.0212232314631333e-05;3.232726536460684e-06,False,10,False
mono_prop,ThreeSAT,X,6,power_law,5648049691.278801,0.99999999999999989;0.48481137692493581,1.3020528071195513e-05;1.2910561060924801e-05,False,10,False
mono_prop,ThreeSAT,X,8,stretched_exp,1227321.1692756373,0.99999999999999989;0.00012737486283152669;4.9999999999999991,4.4044276710012109e-05;2.1170906954849359e-06;0.0085147569642347997,True,11,False
mono_prop,ThreeSAT,X,8,exp_quadratic,427206584.30435914,0.99999999999999989;0.023320709439183043,6.5467432594249131e-06;8.1843668398508105e-07,False,11,False
mono_prop,ThreeSAT,X,8,exp_decay,4057033011.2846003,0.99999999999999989;0.15087605505584595,9.991221902927863e-06;2.9567487726952619e-06,False,11,False
mono_prop,ThreeSAT,X,8,exp_over_power,4057033012.0233545,0.99999999999999989;0.15086760601663859;1.3341221523533489e-18,0.00012449634343751184;6.9776019096593478e-05;0.00037997964845715436,False,11,False
mono_prop,ThreeSAT,X,8,power_law,6943754119.760466,0.99999999999999989;0.58368108182092859,1.3083851430621551e-05;1.213405343337565e-05,False,11,False
